iter	Logloss
312	0.3628265491
313	0.3627407025
314	0.3626007996
315	0.3623836842
316	0.362268228
317	0.3620740402
318	0.3618389384
319	0.3616860028
320	0.3615120878
321	0.3614015223
322	0.3613076867
323	0.361106022
324	0.3609656372
325	0.3608732183
326	0.3607640015
327	0.3607527938
328	0.3606110056
329	0.3603792031
330	0.3602359798
331	0.3600354637
332	0.3599445761
333	0.3598112444
334	0.3597267441
335	0.359617594
336	0.3594455464
337	0.3593423602
338	0.3592637579
339	0.3591518525
340	0.3590561231
341	0.3589739792
342	0.3589022175
343	0.3587673129
344	0.3586740079
345	0.3586677015
346	0.3585149458
347	0.3583253148
348	0.3581604631
349	0.3580294839
350	0.3578695572
351	0.357804107
352	0.3576587889
353	0.357513601
354	0.3573985892
355	0.3572582009
356	0.3571089764
357	0.3569948352
358	0.3568836297
359	0.3567359979
360	0.356581292
361	0.3563713409
362	0.3562583289
363	0.3560283288
364	0.3559365009
365	0.3558134184
366	0.3556803699
367	0.3556129252
368	0.3554509843
369	0.3553826303
370	0.3553005792
371	0.3552137066
372	0.3550645536
373	0.3549191962
374	0.3548181055
375	0.3546386448
376	0.3545836499
377	0.3544739884
378	0.3544278251
379	0.3543561373
380	0.3542099081
381	0.3541091796
382	0.3539708356
383	0.3537856443
384	0.3536729007
385	0.3536139292
386	0.3535306757
387	0.3533775323
388	0.3532844059
389	0.3531141357
390	0.3530335457
391	0.3529348638
392	0.3528283153
393	0.3527551728
394	0.3525621833
395	0.3524939402
396	0.3523560644
397	0.3521393197
398	0.3520425112
399	0.3519631863
400	0.3518558209
401	0.3516884994
402	0.3515918452
403	0.3514714364
404	0.3513362625
405	0.3511415873
406	0.3510565246
407	0.3508866157
408	0.3507916127
409	0.3506910482
410	0.3505697473
411	0.3504462921
412	0.3503280452
413	0.3502468189
414	0.3501187852
415	0.3500230991
416	0.3498917603
417	0.3497983156
418	0.349674197
419	0.34959439
420	0.3495011152
421	0.3493723907
422	0.3493152236
423	0.3491770414
424	0.3490873752
425	0.3490308795
426	0.3489746974
427	0.3489265199
428	0.3487383184
429	0.3486784822
430	0.3485825497
431	0.3484435489
432	0.3483009054
433	0.3481258843
434	0.3479824574
435	0.3478610097
436	0.3476877361
437	0.3475518799
438	0.347406936
439	0.3472472639
440	0.3471649135
441	0.3470834845
442	0.347005891
443	0.3469101563
444	0.3468432253
445	0.3467452126
446	0.3465718185
447	0.3464829343
448	0.3463211339
449	0.3462150548
450	0.3460772965
451	0.3459551016
452	0.3457786217
453	0.3457149695
454	0.3456259496
455	0.3454524053
456	0.3453444446
457	0.3452450715
458	0.3451972679
459	0.3450817446
460	0.3450185085
461	0.3448914352
462	0.344810674
463	0.3447313787
464	0.3446232085
465	0.3444394593
466	0.3443352753
467	0.3442354457
468	0.3441359923
469	0.3440163267
470	0.3438940859
471	0.3437954337
472	0.34360692
473	0.343516151
474	0.343400117
475	0.3432375396
476	0.3430970622
477	0.343031872
478	0.342903883
479	0.3427544993
480	0.3426456678
481	0.3425617704
482	0.3424962234
483	0.3423489437
484	0.3422342634
485	0.3421418485
486	0.3419424636
487	0.3418125007
488	0.3416974095
489	0.3416294565
490	0.3415489384
491	0.341369232
492	0.3411876834
493	0.3410743466
494	0.3409696784
495	0.3408898521
496	0.3407534905
497	0.3406164479
498	0.3405243466
499	0.3404320406
500	0.3403018401
501	0.3402301422
502	0.3401632501
503	0.3400479255
504	0.3398936062
505	0.3397620393
506	0.3396129542
507	0.3394995815
508	0.3394267044
509	0.3393009005
510	0.3392353932
511	0.3390935396
512	0.339037986
513	0.3389746695
514	0.3388374292
515	0.3387187555
516	0.3386599855
517	0.338557287
518	0.3384473922
519	0.3382964003
520	0.3381591184
521	0.3379903394
522	0.3377992428
523	0.3376587926
524	0.3374948435
525	0.3373170155
526	0.3372574922
527	0.3371560268
528	0.337058679
529	0.3369917938
530	0.3368807401
531	0.336779948
532	0.3366789825
533	0.3366015912
534	0.3364615462
535	0.3363901271
536	0.3362248666
537	0.3360542103
538	0.3359921555
539	0.335925835
540	0.3358046115
541	0.33574498
542	0.3355874894
543	0.335449942
544	0.335343268
545	0.335226037
546	0.3351411753
547	0.3350664553
548	0.3349766466
549	0.3348287113
550	0.3346700723
551	0.3345290175
552	0.334403394
553	0.3342430292
554	0.334159387
555	0.3340612744
556	0.3339210295
557	0.3338512812
558	0.3338055605
559	0.3336645209
560	0.3335604759
561	0.3334015326
562	0.3332690444
563	0.3331374222
564	0.3329834095
565	0.3329127487
566	0.3328367577
567	0.3327145345
568	0.332604176
569	0.332572303
570	0.3324101904
571	0.3323143776
572	0.3321886428
573	0.3320687997
574	0.3318646997
575	0.3316828663
576	0.3315276607
577	0.3313764093
578	0.3313111654
579	0.331215656
580	0.3311359856
581	0.3309918352
582	0.3308821571
583	0.3307742158
584	0.3306494626
585	0.3305585063
586	0.3304277333
587	0.3302970742
588	0.3301495413
589	0.3300070196
590	0.3298745047
591	0.3297786857
592	0.3296442675
593	0.329532377
594	0.3294415988
595	0.3293320013
596	0.3291657963
597	0.3290386321
598	0.3288906941
599	0.3287218362
600	0.3286040945
601	0.3285308151
602	0.3284174761
603	0.3282719546
604	0.3281860168
605	0.3280027246
606	0.3278744057
607	0.3277488948
608	0.3276768614
609	0.3275361841
610	0.3273809637
611	0.3272532578
612	0.3271548864
613	0.3270845104
614	0.3270377537
615	0.3268646459
616	0.3267645411
617	0.3266933763
618	0.3265802086
619	0.326477395
620	0.326443555
621	0.3263745789
622	0.3262723999
623	0.3261280172
624	0.3260117992
625	0.3259037384
626	0.3258185098
627	0.3256542593
628	0.3255700402
629	0.3254658014
630	0.3253542778
631	0.3252876501
632	0.3252006552
633	0.3250787747
634	0.3249986394
635	0.3248629137
636	0.3247390455
637	0.3246053895
638	0.3245085406
639	0.3243805387
640	0.3242650231
641	0.3241349517
642	0.3240018746
643	0.3238616041
644	0.3237906965
645	0.3237281189
646	0.3236501034
647	0.3235482286
648	0.3233876577
649	0.3232371407
650	0.3231156977
651	0.3229813106
652	0.3228990844
653	0.3227849073
654	0.3226709569
655	0.3225872145
656	0.322459025
657	0.3223859784
658	0.3222366222
659	0.3221497529
660	0.3220099571
661	0.3218877732
662	0.3217701677
663	0.3216909052
664	0.3215600311
665	0.3213983019
666	0.3212465526
667	0.3211315609
668	0.321008267
669	0.3208914386
670	0.3207482761
671	0.3206393411
672	0.3205239208
673	0.3203975644
674	0.3202822852
675	0.3201804285
676	0.3201128839
677	0.3200518341
678	0.3199351773
679	0.3198148441
680	0.3196605646
681	0.3195183384
682	0.319442968
683	0.3193350515
684	0.3192080467
685	0.3190993878
686	0.3189912364
687	0.3189354822
688	0.3188665697
689	0.318766319
690	0.3186886642
691	0.3185912688
692	0.3185035487
693	0.3183944872
694	0.3182572652
695	0.318148665
696	0.3180472262
697	0.3179601187
698	0.3178942359
699	0.3178311293
700	0.3176875654
701	0.3175963493
702	0.3174885797
703	0.3174237649
704	0.3173533445
705	0.3172447966
706	0.317199642
707	0.3170945747
708	0.3169955939
709	0.3168928448
710	0.3167914315
711	0.3166592644
712	0.3166037914
713	0.3165089706
714	0.3164517895
715	0.3163763689
716	0.3162866435
717	0.3161683237
718	0.3160349844
719	0.3159107744
720	0.3158143927
721	0.3157472998
722	0.3156448376
723	0.3155517542
724	0.3154554419
725	0.3153575939
726	0.3152860506
727	0.3152229256
728	0.3150817537
729	0.3149688063
730	0.3148024421
731	0.3146537903
732	0.3145391903
733	0.3144679487
734	0.3143761405
735	0.3143109237
736	0.3142409829
737	0.3141792559
738	0.314093151
739	0.3139725934
740	0.3138680741
741	0.3137778757
742	0.3137129133
743	0.3136954112
744	0.3135678042
745	0.3134804609
746	0.3133155263
747	0.3132568736
748	0.3131975948
749	0.3130865504
750	0.3129453086
751	0.3127885045
752	0.3126900101
753	0.3126313178
754	0.3125557424
755	0.3124253061
756	0.3123202275
757	0.3122756866
758	0.312134251
759	0.3120534342
760	0.311951955
761	0.311843401
762	0.3117274754
763	0.3116780516
764	0.3115625457
765	0.3114286902
766	0.3113151431
767	0.3112795254
768	0.3112137889
769	0.3110999508
770	0.3109607242
771	0.3108394843
772	0.3107536552
773	0.3106522997
774	0.3105022425
775	0.3104198745
776	0.3102677484
777	0.3101457492
778	0.3100549468
779	0.3099474652
780	0.3098245641
781	0.3097754457
782	0.3097442689
783	0.3096029438
784	0.3095135325
785	0.3093919982
786	0.3093457686
787	0.3091833241
788	0.3090474855
789	0.3089952313
790	0.3089179229
791	0.3088049607
792	0.3087185097
793	0.3086346813
794	0.3085035978
795	0.3084724469
796	0.3083679329
797	0.3083338645
798	0.3082811557
799	0.3081926879
800	0.308030173
801	0.3079373578
802	0.3078358938
803	0.3077326325
804	0.3076430709
805	0.3075217986
806	0.3073353248
807	0.3071802405
808	0.3071214014
809	0.3070256827
810	0.3069492552
811	0.3068695432
812	0.3067714003
813	0.3066519471
814	0.3065528866
815	0.3064656597
816	0.3064093339
817	0.306333865
818	0.3062518566
819	0.306065719
820	0.3059710283
821	0.3059413899
822	0.3058977974
823	0.3058013864
824	0.3056707933
825	0.3055718296
826	0.3053640423
827	0.305286875
828	0.3052030247
829	0.3051638754
830	0.305089023
831	0.3049867306
832	0.3048084912
833	0.3047427563
834	0.3046687668
835	0.3045850531
836	0.3045215851
837	0.3044001726
838	0.304347047
839	0.3042902883
840	0.304168082
841	0.3040535227
842	0.3040070636
843	0.3039219964
844	0.3038184561
845	0.3036769277
846	0.3035802123
847	0.3034754692
848	0.3033886801
849	0.3033630775
850	0.3033018271
851	0.3032401864
852	0.3031238678
853	0.30295423
854	0.302806728
855	0.3026941016
856	0.3026404333
857	0.3025618903
858	0.3025074301
859	0.3023439361
860	0.3022337547
861	0.3021280376
862	0.3020866543
863	0.3020074828
864	0.3019102919
865	0.301826359
866	0.3017445022
867	0.301587365
868	0.301499811
869	0.3014898905
870	0.3014069127
871	0.301324827
872	0.3012408096
873	0.3012121868
874	0.3010837421
875	0.301009057
876	0.300812817
877	0.3007085243
878	0.3006528408
879	0.3005122584
880	0.3003257034
881	0.3002380196
882	0.3001596919
883	0.3000570204
884	0.299920994
885	0.299879019
886	0.2998464528
887	0.2997103867
888	0.2996394922
889	0.2995113639
890	0.2994063745
891	0.2993111869
892	0.2992505189
893	0.2991981428
894	0.2989918233
895	0.2989350082
896	0.2988003455
897	0.2987475715
898	0.2987014435
899	0.2985553365
900	0.2984827338
901	0.2983276483
902	0.2981858211
903	0.2981028337
904	0.2980024626
905	0.2978802024
906	0.2977767829
907	0.2977140225
908	0.2975784023
909	0.2974654439
910	0.2973696239
911	0.297276438
912	0.2971866278
913	0.2971193224
914	0.2970394103
915	0.2969081139
916	0.2967579721
917	0.2966923215
918	0.2965598327
919	0.2964623252
920	0.2963949312
921	0.2963173918
922	0.2962103327
923	0.2961725895
924	0.2961509059
925	0.2960632381
926	0.2960027074
927	0.2959376958
928	0.2959160894
929	0.2958024025
930	0.2957095361
931	0.2956313313
932	0.2955459859
933	0.2954674697
934	0.2954084891
935	0.2953255859
936	0.2951905434
937	0.2951399932
938	0.2951031189
939	0.2949775415
940	0.2948757146
941	0.2948550409
942	0.2948063313
943	0.294775153
944	0.2947104766
945	0.2946636515
946	0.2945390155
947	0.2944339431
948	0.2943143636
949	0.2941816875
950	0.294145783
951	0.294093664
952	0.2940662486
953	0.2939489323
954	0.2939149662
955	0.2938345894
956	0.2937601123
957	0.2936547052
958	0.2935554637
959	0.2934600855
960	0.2933820177
961	0.2932532298
962	0.2931374814
963	0.2930513422
964	0.2929308158
965	0.2928312627
966	0.2927462344
967	0.292712433
968	0.2926682913
969	0.2926069834
970	0.2925277552
971	0.2924305325
972	0.2923279238
973	0.2922775516
974	0.292183862
975	0.2920716001
976	0.2919944235
977	0.2919541308
978	0.2918966224
979	0.2917980962
980	0.2917093602
981	0.2916210386
982	0.2915631032
983	0.2914703056
984	0.2914098325
985	0.2913317849
986	0.2912814504
987	0.2911607336
988	0.291090676
989	0.290986383
990	0.2908961173
991	0.2908483465
992	0.2907839906
993	0.2905954392
994	0.2905835744
995	0.290506164
996	0.2904395963
997	0.2904141536
998	0.2903842175
999	0.2902783717
